"site","ranch","treatment","landuse","year","pair_id","Orycteropus_afer","Proteles_cristata","Syncerus_caffer","Civettictis_civetta","Oryx_beisa","Canis_mesomelas","Diceros_bicornis","Sylvicapra_grimmia","Potamochoerus_larvatus","Tragelaphus_sp","Caracal_caracal","Acinonyx_jubatus","Genetta_genetta","Phacochoerus_africanus","Equus_quagga","Hystrix_cristata","Helogale_parvula","Taurotragus_sp","Loxodonta_sp","Litocranius_walleri","Giraffa_camelopardalis","Nanger_granti","Tragelaphus_strepsiceros","Equus_grevyi","Madoqua_guentheri","Mellivora_capensis","Hippopotamus_amphibius","Aepyceros_melampus","Oreotragus_oreotragus","Alcelaphus_buselaphus","Panthera_pardus","Panthera_leo","Papio_anubis","Erythrocebus_patas","Procavia_capensis","Lepus_saxatilis","Leptailurus_serval","Galerella_sanguinea","Crocuta_crocuta","Raphicerus_campestris","Xerus_erythropus","Hyaena_hyaena","Eudorcas_thomsonii","Chlorocebus_pygerythrus","Kobus_ellipsiprymnus","Ichneumia_albicauda","Ceratotherium_simum","Felis_sylvestris","Lycaon_pictus","Ictonyx_striatus","Bos_taurus","Camelus_dromedarius","Capra_hircus","Equus_asinus","Equus_caballus","Ovis_aries","longitude","latitude","annual_rainfall","frac_veg","erosion","root_dep_res_50cm","soil_org_carb","pH","sand","soil_pc1","soil_pc2"
"KEN-010-D0016","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.728,0,18.642,7.457,0,0,0,0,0,0,0,0,3.728,0,0,0,0,0,0,0,3.728,3.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.82145,0.31078,580.319397,0.523157267,0.504,0.39,11.08350105,6.276896,36.17905883,1.206225809,-0.445267064
"KEN-010-D0017","Segera","Conservancy","Conserved",2011,NA,0,0,3.855,0,11.566,0,0,0,0,0,0,0,0,0,69.398,0,0,3.855,0,0,7.711,42.41,0,0,0,0,0,0,0,0,0,0,0,0,0,3.855,0,0,0,11.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80279,0.3114,587.243103,0.485908745,0.36,0.308,12.25946875,5.989306,25.69813742,-0.403040391,-1.147764316
"KEN-010-D0018","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,3.584,0,0,14.337,0,0,0,0,0,0,3.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83029,0.31111,576.5241699,0.437645553,0.372,0.296,12.49476744,6.266837333,25.83976642,0.060226036,-1.201725729
"KEN-010-D0019","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.407,0,0,0,0,0,36.81176,0.30231,588.885498,0.414399143,0.426,0.388,9.828185527,6.39861819,36.34990042,1.277823952,-0.635519665
"KEN-010-D0021","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.446,0,0,0,18.403,0,7.361,22.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.403,0,0,0,0,0,36.82124,0.293,589.3883667,0.476659678,0.604,0.408,12.39767895,6.125606,37.30337675,1.230968831,-0.113299691
"KEN-010-D0022","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.803,0.29342,596.2523804,0.506660252,0.472,0.422,15.69301743,6.075785333,24.75296,-0.19385681,-0.033908149
"KEN-010-D0023","Segera","Conservancy","Conserved",2011,NA,3.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.848,3.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78554,0.29272,601.2099609,0.465150498,0.504,0.424,14.36510464,6.225796667,29.92606158,0.540239971,-0.04784566
"KEN-010-D0024","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,47.843,0,0,3.68,3.68,0,0,22.081,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,36.83017,0.28434,593.7825928,0.520401402,0.408,0.348,15.38530279,6.209625333,27.31607267,0.001837821,-0.683736607
"KEN-010-D0025","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.854,0,0,0,0,0,0,11.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.714,0,0,0,0,0,36.81209,0.28442,597.3644409,0.528403923,0.384,0.528,14.84184035,6.290782667,23.15888417,-0.097713263,0.539018034
"KEN-010-D0026","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.843,3.843,0,0,0,0,0,3.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.685,0,0,0,0,0,36.79396,0.28462,603.8275757,0.453400048,0.448,0.24,13.02229344,6.159805667,28.85186408,0.231710981,-1.46647438
"KEN-010-D0027","Segera","Conservancy","Conserved",2011,NA,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,0,0,36.82131,0.27477,603.159729,0.530152932,0.372,0.488,14.45267405,6.218584,22.49711992,-0.277481143,0.229756384
"KEN-010-D0028","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80304,0.27507,608.5151367,0.463910437,0.39,0.248,12.90132636,6.375014667,24.58590775,0.158152896,-1.48243911
"KEN-010-D0029","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7.682,96.031,0,0,0,3.841,0,0,3.841,0,0,0,0,0,0,0,3.841,0,0,3.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7848,0.27549,609.4906616,0.418648685,0.518,0.33,12.42844865,6.097199476,37.76931042,0.954776073,-0.802807141
"KEN-010-D0030","Segera","Conservancy","Conserved",2011,NA,0,0,7.359,0,7.359,0,0,0,0,0,0,0,0,0,40.473,0,0,14.718,0,0,11.038,3.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83049,0.26664,604.8233032,0.485902666,0.282,0.372,12.96149495,6.364032,22.198905,-0.257618111,-0.780601922
"KEN-010-D0031","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.973,0,0,0,21.54,0,122.061,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,0,0,3.59,0,0,0,0,0,0,0,35.9,0,0,0,0,0,36.81205,0.26657,607.456543,0.522154824,0.45,0.484,12.54099298,6.195140333,23.65776167,0.082865828,0.254595087
"KEN-010-D0032","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.709,174.325,0,0,3.709,7.418,0,48.218,33.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.709,0,0,0,0,0,0,0,0,0,0,0,7.418,0,0,0,0,0,36.79396,0.26637,612.6687012,0.485911245,0.34,0.332,13.06125572,6.182999333,27.12173,-0.098573394,-0.992550887
"KEN-010-D0033","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.981,0,0,0,25.867,0,22.171,40.648,0,0,0,0,0,0,0,0,0,0,11.086,0,0,0,0,0,14.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.77666,0.26643,617.2736816,0.437644669,0.488,0.376,11.46969123,6.355443,29.230895,0.818548406,-0.509333122
"KEN-010-D0034","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,18.397,0,0,0,0,0,0,0,0,0,51.511,0,0,0,3.679,0,0,73.588,0,7.359,0,0,0,3.679,0,0,0,3.679,0,0,0,0,0,0,29.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83943,0.25722,610.4254761,0.574151754,0.498,0.434,15.61413845,6.776283857,29.35558508,1.290045557,0.065122079
"KEN-010-D0035","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.82171,0.25668,613.6103516,0.508649304,0.198,0.47,20.82274208,6.207735667,20.20899092,-1.301103448,0.061061066
"KEN-010-D0036","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.712,0,0,0,0,0,36.80243,0.25787,617.5291138,0.554164285,0.368,0.292,18.47788007,6.215899,21.38313317,-0.681262008,-0.98910116
"KEN-010-D0037","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.159,0,0,49.798,57.459,0,15.322,26.814,0,0,0,0,0,3.831,0,0,0,0,22.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.77644,0.24803,624.5024414,0.496660593,0.478,0.368,14.37836525,6.076310667,30.16395125,0.226828725,-0.483800509
"KEN-010-D0038","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.663,0,0,11.484,15.311,0,3.828,0,0,0,0,0,0,11.484,0,0,0,0,11.484,0,0,0,0,0,7.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78527,0.2389,627.6033936,0.506917296,0.466,0.366,14.88042431,6.296807,29.03840617,0.442260524,-0.490492807
"KEN-010-D0039","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,19.148,122.55,0,0,11.489,19.148,0,53.616,3.83,0,0,0,0,0,7.659,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.659,0,0,0,0,0,36.79409,0.24793,621.1314087,0.524915231,0.442,0.426,13.45749191,6.433384,27.60975717,0.613453407,-0.153868738
"KEN-010-D0040","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.715,0,0,13.045,17.393,0,30.438,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.81241,0.24834,617.4317017,0.688815035,0.658,0.588,18.43679098,6.325636048,8.649882,-0.427792461,1.641499466
"KEN-010-D0041","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.716,0,0,0,0,0,9.086,22.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.82154,0.23919,622.8547363,0.567407568,0.638,0.432,10.65888247,6.646207,31.51077308,1.896589381,0.089097132
"KEN-010-D0043","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.395,0,0,21.749,21.749,0,0,0,0,0,0,0,0,47.848,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,36.80306,0.23913,625.753418,0.822358917,0.442,0.51,17.72289177,6.024294667,15.38239844,-1.042183336,0.664634953
"KEN-010-D0044","Segera","Conservancy","Conserved",2011,NA,0,0,13.645,0,0,0,0,0,0,0,0,0,0,4.548,218.32,0,0,9.097,86.418,0,27.29,0,0,0,0,0,0,9.097,0,0,0,0,0,0,0,0,0,0,9.097,9.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79423,0.22998,630.2527466,0.63788468,0.594,0.402,17.0041416,5.94184,14.75895067,-0.802100205,0.142868429
"KEN-010-D0045","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.236,0,0,0,4.549,0,0,4.549,0,0,0,0,0,0,0,0,0,4.549,0,0,0,0,0,0,0,4.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.81237,0.22985,628.3682251,0.530400341,0.286,0.202,12.79171327,6.286570333,29.69048317,0.053166693,-2.014923882
"KEN-010-D0046","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.806,0,0,0,40.863,0,63.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,36.82098,0.22053,632.421936,0.538649891,0.436,0.328,14.85293855,6.385689,27.6532765,0.40303285,-0.796770102
"KEN-010-D0047","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.796,0,0,0,0,0,9.046,9.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.523,0,0,0,0,0,0,0,0,0,0,0,18.091,18.091,0,0,0,0,36.83934,0.22111,630.1149292,0.459393856,0.31,0.25,14.63660111,6.095458667,33.89202383,-0.014719237,-1.601858432
"KEN-010-D0048","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.671,0,0,14.719,62.554,0,3.68,0,0,11.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83023,0.24844,615.536377,0.452410708,0.516,0.358,13.70655582,6.215206667,31.135077,0.648155515,-0.519937901
"KEN-010-D0049","Segera","Conservancy","Conserved",2011,NA,4.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.41,0,0,0,0,0,0,0,0,0,0,0,4.353,0,0,0,0,0,4.353,0,0,0,0,0,0,0,0,0,0,4.353,0,0,0,0,0,0,0,0,36.80346,0.22096,633.8949585,0.520901373,0.48,0.304,13.57968002,6.238026667,30.32936667,0.524864213,-0.955677265
"KEN-010-D0050","Segera","Conservancy","Conserved",2011,NA,4.349,0,0,0,4.349,0,0,0,0,0,0,0,0,4.349,21.744,0,0,4.349,17.396,0,8.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.79439,0.21184,638.4211426,0.503644042,0.366,0.284,12.55071587,6.276028857,33.41319525,0.531551362,-1.342988501
"KEN-010-D0051","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.776,0,0,17.421,26.131,0,4.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.066,0,0,0,0,4.355,36.78555,0.20224,640.4120483,0.460399658,0.522,0.504,12.59312405,6.432606667,27.0452605,0.871909923,0.495639337
"KEN-010-D0052","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,4.356,0,0,0,0,0,0,0,0,182.94,0,0,52.269,4.356,0,30.49,21.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.49,0,0,0,0,0,0,0,0,0,0,0,8.711,0,0,0,0,0,36.81278,0.19473,641.6051636,0.385397933,0.484,0.192,9.631644813,6.394544333,37.16864208,1.418230626,-1.917572092
"KEN-010-D0053","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,8.708,0,0,0,0,0,4.354,56.602,0,0,8.708,21.77,0,4.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.062,0,0,0,0,0,0,0,0,0,0,0,36.80304,0.20325,640.0255737,0.480899224,0.41,0.302,13.5321617,6.178356333,35.13253817,0.549811645,-1.120201758
"KEN-010-D0054","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,4.356,0,0,0,0,0,0,30.493,0,0,8.712,8.712,0,0,4.356,0,0,0,0,0,26.137,0,0,0,0,0,0,0,0,0,0,0,0,0,4.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.81244,0.21215,637.2512817,0.565151013,0.402,0.332,17.36101252,6.053910333,24.25687775,-0.582382345,-0.714250507
"KEN-010-D0055","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,4.356,0,0,0,0,0,0,0,0,0,69.7,0,0,0,0,0,13.069,52.275,0,0,0,0,0,0,0,0,0,0,0,13.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,0,0,0,0,0,36.82138,0.2025,637.4492798,0.414901674,0.392,0.296,11.95826082,6.228381333,39.32188942,0.940957877,-1.276647787
"KEN-010-D0056","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.543,4.543,0,0,0,0,0,0,0,0,4.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.085,0,0,0,0,0,36.83037,0.19355,639.7630615,0.511403215,0.53,0.43,13.68003843,6.12729219,35.67724167,0.862284511,-0.026042587
"KEN-010-D0057","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.539,27.232,0,0,0,4.539,0,36.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.539,0,0,0,0,0,0,0,0,0,0,0,4.539,0,0,0,0,0,36.82981,0.21252,635.1437988,0.487397299,0.52,0.384,12.78885795,6.095648667,26.52187992,0.241772886,-0.336081563
"KEN-010-D0059","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,36.344,0,0,0,0,27.258,0,0,0,0,0,4.543,0,0,0,0,0,0,0,0,0,0,4.543,0,0,0,0,0,0,0,0,4.543,0,0,0,0,0,0,0,0,0,0,0,36.84942,0.2138,630.8586426,0.516899281,0.324,0.412,19.84778277,6.292076,17.81739033,-0.943671133,-0.152116385
"KEN-010-D0060","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06,0,0,0,0,0,36.83932,0.20279,635.5424194,0.501397125,0.626,0.402,14.885354,6.109707333,34.15248083,0.91038538,-0.007054491
"KEN-010-D0061","Segera","Conservancy","Conserved",2011,NA,0,0,4.341,0,0,0,0,0,0,0,0,0,0,0,26.045,0,0,0,4.341,0,30.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8483,0.23056,624.3292236,0.590896185,0.348,0.368,21.4205144,6.378299,20.99142075,-0.653359194,-0.381587794
"KEN-010-D0062","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.402,0,0,0,0,0,3.68,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83938,0.23981,622.9594727,0.648398794,0.594,0.374,19.20766625,6.065396714,16.37458667,-0.648187169,0.018365845
"KEN-010-D0063","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,36.83008,0.23012,624.7849731,0.549912136,0.284,0.382,13.37519579,6.368724333,21.90800908,-0.284870845,-0.690512688
"KEN-010-D0065","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,4.329,0,0,30.302,0,0,0,0,0,0,0,0,0,0,0,0,4.329,4.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84771,0.17551,647.0175781,0.509149827,0.484,0.418,17.22808466,6.099275857,34.71652725,0.41258507,-0.050953426
"KEN-010-D0066","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,4.531,0,0,0,0,0,0,0,0,0,0,4.531,0,0,0,0,0,0,0,0,0,0,0,4.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84827,0.19368,640.4437256,0.602899199,0.46,0.31,21.69596141,6.348383933,19.51047158,-0.533531543,-0.579317928
"KEN-010-D0067","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.659,0,0,0,0,0,30.305,0,0,0,0,0,0,4.329,0,0,0,0,4.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8571,0.16698,651.5297241,0.546907911,0.428,0.304,14.47264086,6.253047476,30.0838255,0.339516008,-1.008216474
"KEN-010-D0068","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.523,0,0,0,0,0,0,0,0,0,0,36.85652,0.1848,643.069458,0.499143004,0.538,0.482,12.69126558,6.256407667,29.02465567,0.74624072,0.358320344
"KEN-010-D0069","Segera","Conservancy","Conserved",2011,NA,0,0,81.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.071,31.748,0,27.213,0,0,4.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.535,0,0,0,0,0,0,0,0,0,0,0,36.85663,0.20332,636.5033569,0.540892539,0.54,0.23,17.3372393,6.487636667,25.65081942,0.528213257,-1.201738518
"KEN-010-D0070","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,91.142,0,0,13.02,26.041,0,34.721,0,0,4.34,0,0,0,0,0,0,0,0,8.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.85743,0.221,628.4524536,0.51564284,0.556,0.434,15.24705702,6.128014,21.17800917,-0.081421968,0.197588539
"KEN-010-D0071","Segera","Conservancy","Conserved",2011,NA,4.33,0,25.983,0,0,0,0,0,0,0,0,0,0,8.661,17.322,0,0,4.33,0,0,12.991,0,0,0,0,0,0,30.313,0,0,0,4.33,38.974,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86556,0.15759,653.8201294,0.413147021,0.424,0.398,11.56921011,6.248853,36.49502383,0.941017358,-0.507651618
"KEN-010-D0072","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.043,0,0,0,0,0,26.087,13.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86623,0.17633,647.170166,0.476904334,0.386,0.552,14.71320367,6.150326667,29.631706,0.111932562,0.661486501
"KEN-010-D0073","Segera","Conservancy","Conserved",2011,NA,0,0,4.531,0,0,0,0,4.531,0,0,0,0,0,0,0,0,0,0,13.593,0,0,0,0,0,0,0,0,0,0,0,0,0,4.531,0,0,0,0,0,0,4.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86588,0.19462,641.395874,0.47239988,0.516,0.466,13.96154526,6.312655524,33.82921875,0.998171105,0.225268923
"KEN-010-D0074","Segera","Conservancy","Conserved",2011,NA,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,9.021,0,0,0,0,0,36.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86555,0.21198,634.4537964,0.519893836,0.584,0.44,13.43219303,6.11236319,31.14986483,0.714504444,0.154407078
"KEN-010-D0075","Segera","Conservancy","Conserved",2011,NA,4.339,0,0,0,69.427,0,0,0,0,0,0,0,0,4.339,73.766,0,0,34.713,0,0,0,17.357,0,4.339,0,0,0,0,0,0,0,0,0,0,0,4.339,0,0,4.339,0,0,0,56.409,0,0,0,0,0,0,0,0,0,0,0,0,0,36.87436,0.16672,651.4525757,0.415899297,0.474,0.264,12.30936352,6.090794667,34.74965008,0.618250681,-1.320958059
"KEN-010-D0076","Segera","Conservancy","Conserved",2011,NA,0,0,26.082,0,0,0,0,0,0,0,0,0,0,0,13.041,0,0,0,0,0,0,0,0,4.347,0,0,0,0,0,0,0,0,4.347,0,0,0,0,0,8.694,30.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.87528,0.18498,643.9920044,0.506153498,0.488,0.464,14.97381756,6.25259219,36.295714,0.921775236,0.184884852
"KEN-010-D0077","Segera","Conservancy","Conserved",2011,NA,0,0,47.725,0,4.339,0,0,0,0,0,0,0,0,0,282.013,0,0,4.339,39.048,0,282.013,299.367,0,0,0,0,0,99.789,0,0,0,0,121.482,0,0,0,0,0,0,0,0,0,0,0,56.403,0,0,0,0,0,0,0,0,0,0,0,36.87474,0.20271,638.4932251,0.490383443,0.586,0.35,14.55780895,6.350298667,27.45327542,0.761418558,-0.402614314
"KEN-010-D0078","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,8.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.87477,0.22162,629.6982422,0.388146937,0.482,0.43,10.36391072,6.164963,29.86353667,0.62743783,-0.188781346
"KEN-010-D0079","Segera","Conservancy","Conserved",2011,NA,0,0,0,0,0,0,0,0,0,4.331,0,0,0,4.331,17.325,0,0,0,0,0,4.331,0,0,0,4.331,0,0,0,0,0,0,0,8.662,0,0,12.994,0,0,8.662,4.331,0,0,0,0,8.662,0,0,0,0,0,0,0,0,0,0,0,36.88652,0.15723,654.4122314,0.423142781,0.474,0.424,9.343042802,6.290899667,34.67259175,1.171498997,-0.311868909
"KEN-010-D0080","Segera","Conservancy","Conserved",2011,NA,0,0,34.742,0,0,0,0,0,0,0,0,0,0,4.343,73.826,0,0,13.028,0,0,8.685,52.113,0,0,0,0,0,4.343,0,0,0,0,17.371,0,0,4.343,0,0,13.028,0,0,0,8.685,0,0,0,0,0,8.685,0,0,0,0,0,0,0,36.88419,0.17573,646.734375,0.399639662,0.518,0.344,8.814804561,6.217329,34.88826992,1.188771197,-0.81729664
