"site","ranch","treatment","landuse","year","pair_id","Orycteropus_afer","Proteles_cristata","Syncerus_caffer","Civettictis_civetta","Oryx_beisa","Canis_mesomelas","Diceros_bicornis","Sylvicapra_grimmia","Potamochoerus_larvatus","Tragelaphus_sp","Caracal_caracal","Acinonyx_jubatus","Genetta_genetta","Phacochoerus_africanus","Equus_quagga","Hystrix_cristata","Helogale_parvula","Taurotragus_sp","Loxodonta_sp","Litocranius_walleri","Giraffa_camelopardalis","Nanger_granti","Tragelaphus_strepsiceros","Equus_grevyi","Madoqua_guentheri","Mellivora_capensis","Hippopotamus_amphibius","Aepyceros_melampus","Oreotragus_oreotragus","Alcelaphus_buselaphus","Panthera_pardus","Panthera_leo","Papio_anubis","Erythrocebus_patas","Procavia_capensis","Lepus_saxatilis","Leptailurus_serval","Galerella_sanguinea","Crocuta_crocuta","Raphicerus_campestris","Xerus_erythropus","Hyaena_hyaena","Eudorcas_thomsonii","Chlorocebus_pygerythrus","Kobus_ellipsiprymnus","Ichneumia_albicauda","Ceratotherium_simum","Felis_sylvestris","Lycaon_pictus","Ictonyx_striatus","Bos_taurus","Camelus_dromedarius","Capra_hircus","Equus_asinus","Equus_caballus","Ovis_aries","longitude","latitude","annual_rainfall","frac_veg","erosion","root_dep_res_50cm","soil_org_carb","pH","sand","soil_pc1","soil_pc2"
"KEN-007-D0022","Mpala","Conservancy","Conserved",2012,NA,0,0,15.377,0,0,0,0,0,0,0,0,0,0,0,169.149,0,0,0,46.132,0,222.97,0,0,0,38.443,0,0,0,0,7.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8844,0.35088,525.0010376,0.339386907,0.496,0.448,16.31728863,6.142798333,24.03013583,-0.097627964,0.215424558
"KEN-007-D0023","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.848,0,0,0,0,19.238,0,46.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.89124,0.33649,532.789917,0.534143484,0.51,0.462,19.59312573,6.072897,26.79377175,-0.190864431,0.437291269
"KEN-007-D0024","Mpala","Conservancy","Conserved",2012,NA,0,0,11.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.071,0,7.449,0,0,14.898,55.866,0,0,22.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.173,0,0,0,0,0,0,0,0,0,0,0,36.90432,0.33933,524.7449341,0.342640759,0.712,0.504,12.92358265,6.310545,29.55288825,1.325060763,0.807666744
"KEN-007-D0025","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,18.581,0,0,0,0,0,0,0,0,40.877,0,0,0,0,0,14.865,0,11.148,3.716,0,0,0,0,37.161,0,0,0,0,0,3.716,0,0,3.716,0,11.148,0,0,0,0,0,0,0,0,0,0,0,0,36.90803,0.3185,539.3626709,0.43163473,0.25,0.208,14.34132535,6.111965667,24.41170242,-0.748005466,-1.943291448
"KEN-007-D0026","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.088,0,0,0,18.544,0,14.835,0,0,3.709,3.709,0,0,0,0,14.835,0,0,0,0,0,0,7.418,0,11.126,3.709,0,3.709,0,0,0,0,0,0,0,0,25.961,0,0,0,0,0,36.85036,0.35396,541.6270142,0.441649738,0.46,0.376,12.28379492,6.132763,25.42548775,0.098604238,-0.503018851
"KEN-007-D0027","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,3.706,0,0,0,0,0,0,0,0,0,63.007,0,0,3.706,0,0,70.419,7.413,0,0,0,0,0,14.825,0,11.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.825,0,0,0,0,0,36.85052,0.3677,531.4165039,0.420142951,0.304,0.576,15.21675394,6.409261333,30.17157067,0.316384311,0.708545168
"KEN-007-D0028","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49,3.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83687,0.35872,545.9840698,0.475643874,0.248,0.266,14.22894839,6.462725333,18.27013117,-0.557526586,-1.5035838
"KEN-007-D0029","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,7.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.399,0,0,3.7,36.83666,0.37196,536.1356201,0.429401639,0.464,0.354,15.49774508,6.418723,22.62220067,0.181310772,-0.511981432
"KEN-007-D0031","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7.417,3.709,0,0,0,0,0,0,0,0,0,3.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86348,0.39817,510.0812378,0.457381004,0.46,0.266,12.22320766,6.211047,21.53995492,-0.060390145,-1.245992635
"KEN-007-D0032","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.341,0,0,0,8.341,0,0,0,0,0,0,0,0,29.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86411,0.37508,522.7487793,0.252880527,0.738,0.702,12.62381989,6.354595,36.34711192,1.986999902,2.176164362
"KEN-007-D0033","Mpala","Conservancy","Conserved",2012,NA,0,0,11.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.425,0,0,0,0,0,40.838,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713,0,0,3.713,0,0,0,0,0,0,0,0,0,0,45.874,0,0,4.17,36.86365,0.38502,516.3273926,0.357137622,0.646,0.504,14.2839021,6.454357333,24.52139233,0.974639336,0.78113189
"KEN-007-D0034","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.251,54.354,0,20.905,0,0,0,37.63,0,0,137.975,0,0,0,0,0,0,0,4.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.85111,0.38106,524.9098511,0.461388277,0.53,0.44,15.90431642,6.309589667,23.65814442,0.257003867,0.205008044
"KEN-007-D0035","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,4.169,0,0,0,0,0,0,0,4.169,0,0,0,0,8.337,0,0,0,0,8.337,29.18,0,0,20.843,0,0,4.169,0,45.855,0,0,0,0,0,0,0,0,4.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.87699,0.38128,514.1360474,0.445385325,0.546,0.27,14.5960086,6.020775667,23.177009,-0.172325838,-1.000019228
"KEN-007-D0036","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,16.716,0,0,0,0,8.358,0,0,0,0,0,50.147,0,0,0,0,0,0,0,33.431,0,0,41.789,0,0,0,0,4.179,20.894,0,0,0,16.716,0,0,0,0,0,0,0,0,0,0,36.86641,0.39301,513.1838989,0.302366767,0.756,0.554,11.78218989,7.020688667,32.62018315,2.853920081,1.17303533
"KEN-007-D0037","Mpala","Conservancy","Conserved",2012,NA,0,0,33.464,0,0,4.183,0,0,0,0,0,0,0,0,0,0,0,0,66.928,0,0,0,0,0,66.928,0,0,4.183,0,0,0,0,0,0,0,0,0,0,8.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.87472,0.39092,507.8000183,0.396868582,0.678,0.44,11.7986715,6.764252333,21.88606125,1.513654156,0.317261235
"KEN-007-D0038","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.183,0,0,0,0,0,36.891,0.38557,503.0046692,0.426386246,0.442,0.384,14.57348851,6.180179,23.612644,-0.126181859,-0.381526936
"KEN-007-D0039","Mpala","Conservancy","Conserved",2012,NA,0,0,11.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.253,0,3.876,0,0,3.876,236.409,0,0,0,0,0,0,0,0,0,0,0,0,0,3.876,0,0,3.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.90481,0.36782,510.6583862,0.334130399,0.566,0.61,10.57459069,6.392430333,26.90618133,1.079292157,1.235030491
"KEN-007-D0040","Mpala","Conservancy","Conserved",2012,NA,0,3.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.688,0,0,0,11.532,0,0,15.376,0,0,0,0,0,0,0,0,0,0,0,0,0,3.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8908,0.35838,519.2819824,0.387889678,0.584,0.544,12.07060846,6.096102667,22.08139475,0.234683598,0.889112786
"KEN-007-D0041","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,84.602,0,0,0,0,0,11.537,3.846,0,11.537,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8771,0.35434,530.87854,0.487390212,0.278,0.35,16.37849657,6.57360619,22.26702525,-0.147858399,-0.814907161
"KEN-007-D0042","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.688,0,3.844,0,0,0,23.065,0,0,0,0,0,7.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.87821,0.36789,520.6559448,0.467394107,0.64,0.642,13.6127551,6.350380333,25.31228558,0.935402036,1.702700351
"KEN-007-D0043","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.222,0,11.533,0,3.844,3.844,23.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.89062,0.37175,512.7935181,0.438650295,0.28,0.37,14.63845096,6.063777333,19.82794792,-0.993706196,-0.723296287
"KEN-007-D0044","Mpala","Conservancy","Conserved",2012,NA,0,7.691,0,0,0,0,0,0,0,0,0,0,0,7.691,53.836,0,0,0,11.536,0,15.382,0,0,0,15.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.845,0,0,0,0,0,0,0,0,0,0,0,36.90406,0.35337,518.0064087,0.376144826,0.504,0.4,10.7472569,6.248421,22.94411075,0.345312093,-0.30118162
"KEN-007-D0045","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.965,0,3.852,0,0,3.852,15.408,0,0,26.965,0,0,0,0,0,0,0,0,0,0,19.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.91775,0.37222,499.1765747,0.407637108,0.524,0.484,14.01571588,6.370839667,25.83893083,0.608270453,0.418936362
"KEN-007-D0046","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.158,0,0,0,29.103,0,12.473,0,0,0,12.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.90395,0.38082,504.9032288,0.352631399,0.542,0.506,13.44160618,6.479941,24.05946433,0.76002196,0.593874576
"KEN-007-D0047","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.134,0,0,0,0,0,0,0,0,0,0,0,20.668,0,0,0,0,0,8.267,0,0,0,4.134,4.134,0,0,4.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.91926,0.3847,490.3565063,0.448368017,0.534,0.28,17.7772206,6.544748667,24.14782242,0.49906673,-0.836875302
"KEN-007-D0048","Mpala","Conservancy","Conserved",2012,NA,0,0,15.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.847,11.542,0,0,0,0,0,34.627,0,0,11.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92666,0.37261,495.8478699,0.461403486,0.37,0.254,15.25793886,6.447554333,31.37890275,0.509232558,-1.432078931
"KEN-007-D0049","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.826,0,0,0,0,0,0,0,0,0,0,0,36.91862,0.35805,507.8876648,0.458648875,0.592,0.382,12.81698075,6.556167,27.26257967,1.210629997,-0.23030583
"KEN-007-D0050","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.696,3.848,0,0,0,7.696,3.848,84.652,0,0,50.021,0,0,0,0,0,0,0,3.848,0,0,0,0,0,7.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92499,0.36384,502.7929077,0.410635402,0.464,0.37,11.43920739,6.490858333,27.01599942,0.828631016,-0.576844351
"KEN-007-D0051","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.696,0,0,0,0,4.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.174,0,0,0,0,0,0,0,0,0,0,0,36.83743,0.39976,523.5769043,0.38438174,0.55,0.234,11.64860668,6.71634919,28.86490833,1.471371702,-1.384166148
"KEN-007-D0052","Mpala","Conservancy","Conserved",2012,NA,0,4.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.525,0,4.175,0,0,0,25.049,0,0,0,0,0,0,0,0,0,0,4.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8276,0.41323,517.164917,0.421385671,0.614,0.31,12.5226911,6.464884333,23.9890395,0.908134597,-0.685399706
"KEN-007-D0053","Mpala","Conservancy","Conserved",2012,NA,0,0,79.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.416,0,0,0,0,4.178,12.533,0,0,129.508,0,0,0,0,0,0,0,0,0,0,4.178,0,0,0,0,0,4.178,0,0,0,0,0,0,0,0,0,0,0,36.84121,0.42626,505.8366089,0.312641803,0.432,0.416,11.77681965,6.645680667,33.4484515,1.393567326,-0.338391003
"KEN-007-D0054","Mpala","Conservancy","Conserved",2012,NA,0,8.35,0,0,0,0,0,0,0,0,0,0,0,20.874,0,0,0,4.175,96.019,0,0,0,0,0,225.437,0,0,4.175,0,0,0,4.175,0,0,0,0,0,37.573,8.35,0,0,4.175,0,0,4.175,0,0,0,0,0,0,0,0,0,0,0,36.828,0.42638,511.203125,0.440645105,0.524,0.45,13.78403543,6.191949667,24.77369708,0.2580551,0.179168444
"KEN-007-D0055","Mpala","Conservancy","Conserved",2012,NA,0,0,66.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.549,0,4.172,0,0,0,0,0,0,12.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84113,0.41287,511.7772522,0.378888052,0.448,0.404,11.24483269,6.148571,21.86331592,-0.060630543,-0.342288434
"KEN-007-D0056","Mpala","Conservancy","Conserved",2012,NA,0,0,20.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.171,29.198,0,0,0,0,0,12.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.342,0,0,0,0,0,0,0,0,0,0,0,36.8546,0.40057,512.4192505,0.56814173,0.434,0.634,20.93305673,6.047584333,20.97901725,-0.821872235,1.596268484
"KEN-007-D0057","Mpala","Conservancy","Conserved",2012,NA,0,4.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.994,0,4.174,0,0,4.174,25.042,0,0,187.815,0,0,8.347,0,0,0,0,0,0,0,4.174,0,0,0,0,0,0,4.174,0,0,0,0,0,0,0,0,0,0,36.85488,0.41259,506.3861694,0.406135991,0.43,0.376,12.93774294,6.509473667,26.98638225,0.676041193,-0.536791704
"KEN-007-D0058","Mpala","Conservancy","Conserved",2012,NA,4.177,0,0,0,0,0,0,0,0,0,0,0,0,0,4.177,0,0,0,12.53,0,0,0,0,4.177,41.766,0,0,12.53,0,0,4.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.855,0.42627,500.4759216,0.36888719,0.378,0.306,12.96457355,6.183289667,26.63823108,-0.030834056,-1.110692734
"KEN-007-D0059","Mpala","Conservancy","Conserved",2012,NA,0,3.994,0,0,0,3.994,0,0,0,0,0,0,0,0,0,0,0,0,19.971,0,7.988,0,0,0,31.954,0,0,0,0,0,0,3.994,0,0,0,0,0,0,0,0,0,3.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84177,0.4449,497.0979004,0.488622758,0.434,0.308,12.34261119,6.188766,23.96125317,-0.00349793,-1.008318039
"KEN-007-D0060","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.912,0,11.962,0,0,3.987,39.874,0,0,0,0,0,0,0,0,0,0,0,0,0,3.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.85499,0.44402,491.8236694,0.324124678,0.684,0.45,11.20205602,6.579031667,34.10398474,2.050878333,0.29371764
"KEN-007-D0061","Mpala","Conservancy","Conserved",2012,NA,0,0,4.168,0,0,0,0,0,0,0,0,0,0,4.168,37.513,0,0,0,8.336,0,4.168,0,0,8.336,0,0,0,108.371,0,0,0,0,4.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86364,0.39948,510.0812378,0.330625664,0.534,0.514,10.70143341,6.736696667,27.25371,1.519678526,0.517185749
"KEN-007-D0064","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,4.166,0,0,8.332,0,0,0,0,4.166,8.332,0,0,0,0,108.311,0,8.332,0,0,0,1137.27,0,0,679.029,37.492,0,16.663,0,1091.446,0,54.156,133.306,0,0,20.829,0,120.809,24.995,0,0,0,16.663,0,0,0,0,0,0,0,0,0,0,36.88198,0.42652,489.4559021,0.159621277,0.482,0.504,6.608924484,6.763651,42.27417425,2.622984486,0.112936483
"KEN-007-D0065","Mpala","Conservancy","Conserved",2012,NA,0,4.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.948,0,0,0,0,4.158,8.316,0,0,0,0,0,0,0,4.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.89524,0.42596,484.8681335,0.215632492,0.628,0.61,11.70353177,6.359505111,34.03645124,1.576312259,1.332738349
"KEN-007-D0066","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,16.68,0,0,0,0,29.189,0,20.85,0,0,0,204.326,0,0,125.098,0,0,0,0,0,0,0,12.51,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.88218,0.41235,492.9566345,0.312125649,0.662,0.63,12.14097598,6.568276,24.98515,1.405216006,1.605798633
"KEN-007-D0067","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.137,0,0,0,0,0,103.419,0,0,0,0,0,4.137,0,0,0,0,4.137,0,0,4.137,0,4.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.91755,0.39922,485.9810791,0.406380174,0.624,0.41,12.55817451,6.267937,23.61670908,0.632991385,0.030734106
"KEN-007-D0068","Mpala","Conservancy","Conserved",2012,NA,0,0,8.278,0,0,8.278,0,0,0,0,0,0,4.139,0,0,0,0,0,8.278,0,0,0,0,0,45.53,0,0,12.417,0,0,0,0,0,0,0,24.835,0,0,8.278,0,0,0,0,0,0,4.139,0,0,0,0,0,0,0,0,0,0,36.90854,0.41183,483.3563538,0.117861526,0.694,0.338,5.990581647,6.244313667,37.05945033,2.010480593,-0.682304185
"KEN-007-D0069","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.09,0,0,0,0,0,58.18,0,0,0,0,0,0,0,0,0,0,4.156,0,4.156,0,0,4.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.89586,0.41354,487.9128113,0.493638313,0.534,0.474,14.84738302,6.249748048,20.82624558,0.070009118,0.428293252
"KEN-007-D0070","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.157,0,0,0,0,4.157,0,20.785,0,0,0,16.628,0,0,54.04,0,0,0,0,0,0,0,12.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9046,0.39807,491.4523315,0.341634305,0.826,0.39,11.56810565,6.404784667,22.4745995,1.371317967,0.201007578
"KEN-007-D0071","Mpala","Conservancy","Conserved",2012,NA,0,4.18,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,12.539,0,25.078,0,0,0,0,0,54.336,0,0,0,0,0,0,0,0,0,0,8.359,0,0,0,0,4.18,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.89073,0.39892,496.7053833,0.260129731,0.564,0.57,15.13654999,6.584107333,32.2254335,1.422609591,1.085775279
"KEN-007-D0072","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.752,0,0,0,0,0,8.35,0,0,0,0,0,4.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.878,0.39999,504.696106,0.562630458,0.642,0.556,22.40467307,6.536789667,18.98678158,0.266682161,1.470170521
"KEN-007-D0073","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,4.168,0,0,0,0,0,0,0,25.009,4.168,0,4.168,0,4.168,16.673,0,20.841,0,0,0,341.795,0,0,41.682,0,0,0,0,0,0,12.505,150.056,0,0,29.178,0,4.168,4.168,0,0,0,4.168,0,0,0,0,0,0,0,0,0,0,36.88551,0.4209,487.3594666,0.28187459,0.632,0.604,12.19503643,6.5344,27.28614742,1.404288294,1.361078883
"KEN-007-D0074","Mpala","Conservancy","Conserved",2012,NA,0,0,8.357,0,0,0,0,0,0,0,0,4.179,0,12.536,54.321,0,0,0,4.179,0,20.893,0,0,16.714,12.536,0,0,238.175,0,0,0,0,0,0,0,12.536,0,0,8.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.85173,0.43224,497.564209,0.246874761,0.528,0.606,14.79194545,6.467255,37.32996317,1.498906619,1.229705274
"KEN-007-D0075","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12.501,0,0,0,0,0,0,0,0,0,0,12.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.86995,0.40543,504.3221436,0.420611401,0.854,0.312,11.9073533,6.356249667,23.1424195,1.362013359,-0.288332502
"KEN-007-D0076","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.716,0,0,7.432,0,0,0,0,0,14.865,0,0,3.716,0,0,0,0,0,0,0,7.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.716,0,0,0,0,36.82805,0.48502,484.502655,0.335124219,0.71,0.476,8.809777257,6.368916,26.02962508,1.429905626,0.482570907
"KEN-007-D0077","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,23.978,115.894,0,0,15.985,19.982,0,31.971,0,0,187.828,15.985,0,0,427.608,0,0,0,0,0,0,0,3.996,0,0,7.993,0,0,3.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83251,0.45816,494.0861816,0.31988311,0.594,0.406,11.74324359,6.472506333,27.42640967,1.16788825,-0.100514038
"KEN-007-D0078","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.716,14.863,0,33.442,0,0,0,0,0,0,14.863,0,0,0,3.716,0,0,0,0,0,0,11.147,0,0,0,0,0,0,0,0,0,0,0,44.589,14.863,0,0,0,0,36.83253,0.47129,489.427948,0.410878125,0.46,0.272,11.52083317,6.159883,24.15030467,0.069079999,-1.247291328
"KEN-007-D0079","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717,0,0,0,0,3.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.867,18.584,0,0,0,0,36.83122,0.49762,476.89505,0.50038011,0.434,0.34,18.89972212,6.479722667,22.81600575,-0.002710676,-0.536379999
"KEN-007-D0080","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.717,0,0,0,0,0,0,7.435,0,0,0,70.628,0,0,11.152,0,0,3.717,0,29.738,0,0,0,0,0,7.435,0,0,0,0,0,3.717,0,0,0,0,0,26.021,7.435,0,0,0,0,36.83732,0.51148,469.6453247,0.375632003,0.608,0.272,10.78946923,6.345693667,32.3279405,1.32378518,-1.079140769
"KEN-007-D0081","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.716,3.716,3.716,0,0,44.595,0,37.162,0,0,7.432,29.73,0,0,40.878,0,0,0,0,0,0,0,0,0,0,3.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84144,0.48488,478.5984192,0.167371549,0.886,0.484,4.897521941,6.277879333,42.26484358,3.028222426,0.582321989
"KEN-007-D0082","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.858,0,11.143,0,0,0,78.002,0,0,3.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84563,0.45764,487.1537476,0.414120812,0.502,0.452,11.3423881,6.758376524,27.98815775,1.45315155,0.050259595
"KEN-007-D0083","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,3.712,0,3.712,18.561,0,0,3.712,7.425,0,11.137,3.712,0,7.425,55.684,0,0,59.397,0,0,3.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.137,0,0,0,0,0,36.84511,0.47134,481.7850647,0.321877503,0.382,0.256,11.2179863,6.308765667,27.89908508,0.347554746,-1.523669138
"KEN-007-D0084","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14.878,0,0,0,0,26.036,0,33.475,0,0,7.439,3.719,0,0,111.585,0,0,0,0,0,0,0,3.719,0,0,7.439,0,0,0,0,0,0,0,0,0,0,0,7.439,0,0,0,0,0,36.84591,0.49837,469.8240967,0.231873947,0.582,0.586,10.19549857,6.413962333,30.513485,1.39953478,1.057095278
"KEN-007-D0085","Mpala","Conservancy","Conserved",2012,NA,0,0,0,0,3.722,0,0,0,0,0,0,0,0,3.722,0,0,0,0,26.055,0,11.166,0,0,0,29.777,0,0,14.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.85493,0.48476,474.4206848,0.423121938,0.342,0.462,10.94783558,6.508114667,23.89255475,0.395448318,-0.136551761
